98;;;;;;;
0;Yoni esta pensando en_____;img/slide0/A.png;img/slide0/B.png;img/slide0/C.png;img/slide0/D.png;img/slide0/Cara.png;1
1;Yoni esta cerca de_____;img/slide1/A.png;img/slide1/B.png;img/slide1/C.png;img/slide1/D.png;img/slide1/Cara.png;0
2;A Yoni le encanta______;img/slide2/A.png;img/slide2/B.png;img/slide2/C.png;img/slide2/D.png;img/slide2/Cara.png;0
3;A Yoni no le encanta_____;img/slide3/A.png;img/slide3/B.png;img/slide3/C.png;img/slide3/D.png;img/slide3/Cara.png;2
4;Yoni esta pensando en_____;img/slide4/A.png;img/slide4/B.png;img/slide4/C.png;img/slide4/D.png;img/slide4/Cara.png;1
5;Yoni esta cerca de_____;img/slide5/A.png;img/slide5/B.png;img/slide5/C.png;img/slide5/D.png;img/slide5/Cara.png;1
6;Yoni esta cerca de_____;img/slide6/A.png;img/slide6/B.png;img/slide6/C.png;img/slide6/D.png;img/slide6/Cara.png;3
7;Yoni esta pensando en_____;img/slide7/A.png;img/slide7/B.png;img/slide7/C.png;img/slide7/D.png;img/slide7/Cara.png;3
8;A Yoni le encanta______;img/slide8/A.png;img/slide8/B.png;img/slide8/C.png;img/slide8/D.png;img/slide8/Cara.png;2
9;Yoni esta pensando en_____;img/slide9/A.png;img/slide9/B.png;img/slide9/C.png;img/slide9/D.png;img/slide9/Cara.png;2
10;Yoni esta cerca de_____;img/slide10/A.png;img/slide10/B.png;img/slide10/C.png;img/slide10/D.png;img/slide10/Cara.png;3
11;A Yoni le encanta______;img/slide11/A.png;img/slide11/B.png;img/slide11/C.png;img/slide11/D.png;img/slide11/Cara.png;0
12;A Yoni no le encanta_____;img/slide12/A.png;img/slide12/B.png;img/slide12/C.png;img/slide12/D.png;img/slide12/Cara.png;1
13;Yoni esta pensando en_____;img/slide13/A.png;img/slide13/B.png;img/slide13/C.png;img/slide13/D.png;img/slide13/Cara.png;1
14;Yoni esta cerca de_____;img/slide14/A.png;img/slide14/B.png;img/slide14/C.png;img/slide14/D.png;img/slide14/Cara.png;2
15;Yoni esta cerca de_____;img/slide15/A.png;img/slide15/B.png;img/slide15/C.png;img/slide15/D.png;img/slide15/Cara.png;1
16;A Yoni no le encanta_____;img/slide16/A.png;img/slide16/B.png;img/slide16/C.png;img/slide16/D.png;img/slide16/Cara.png;3
17;Yoni esta cerca de_____;img/slide17/A.png;img/slide17/B.png;img/slide17/C.png;img/slide17/D.png;img/slide17/Cara.png;1
18;Yoni esta cerca de_____;img/slide18/A.png;img/slide18/B.png;img/slide18/C.png;img/slide18/D.png;img/slide18/Cara.png;0
19;A Yoni le encanta______;img/slide19/A.png;img/slide19/B.png;img/slide19/C.png;img/slide19/D.png;img/slide19/Cara.png;2
20;Yoni esta pensando en_____;img/slide20/A.png;img/slide20/B.png;img/slide20/C.png;img/slide20/D.png;img/slide20/Cara.png;2
21;Yoni esta pensando en_____;img/slide21/A.png;img/slide21/B.png;img/slide21/C.png;img/slide21/D.png;img/slide21/Cara.png;0
22;A Yoni no le encanta_____;img/slide22/A.png;img/slide22/B.png;img/slide22/C.png;img/slide22/D.png;img/slide22/Cara.png;1
23;Yoni esta pensando en_____;img/slide23/A.png;img/slide23/B.png;img/slide23/C.png;img/slide23/D.png;img/slide23/Cara.png;2
24;Yoni no quiere a_____;img/slide24/A.png;img/slide24/B.png;img/slide24/C.png;img/slide24/D.png;img/slide24/Cara.png;1
25;Yoni se regocija en la desgracia de_____;img/slide25/A.png;img/slide25/B.png;img/slide25/C.png;img/slide25/D.png;img/slide25/Cara.png;1
26;Yoni se identifica con______;img/slide26/A.png;img/slide26/B.png;img/slide26/C.png;img/slide26/D.png;img/slide26/Cara.png;2
27;Yoni siente lo mismo que_____;img/slide27/A.png;img/slide27/B.png;img/slide27/C.png;img/slide27/D.png;img/slide27/Cara.png;1
28;Yoni envidia el exito de_____;img/slide28/A.png;img/slide28/B.png;img/slide28/C.png;img/slide28/D.png;img/slide28/Cara.png;3
29;Yoni no quiere a_____;img/slide29/A.png;img/slide29/B.png;img/slide29/C.png;img/slide29/D.png;img/slide29/Cara.png;2
30;Yoni se identifica con______;img/slide30/A.png;img/slide30/B.png;img/slide30/C.png;img/slide30/D.png;img/slide30/Cara.png;2
31;Yoni quiere a_____;img/slide31/A.png;img/slide31/B.png;img/slide31/C.png;img/slide31/D.png;img/slide31/Cara.png;2
32;Yoni se regocija en la desgracia de_____;img/slide32/A.png;img/slide32/B.png;img/slide32/C.png;img/slide32/D.png;img/slide32/Cara.png;1
33;Yoni se regocija en la desgracia de_____;img/slide33/A.png;img/slide33/B.png;img/slide33/C.png;img/slide33/D.png;img/slide33/Cara.png;1
34;Yoni se identifica con______;img/slide34/A.png;img/slide34/B.png;img/slide34/C.png;img/slide34/D.png;img/slide34/Cara.png;3
35;Yoni esta pensando en_____;img/slide35/A.png;img/slide35/B.png;img/slide35/C.png;img/slide35/D.png;img/slide35/Cara.png;3
36;Yoni se regocija en la desgracia de_____;img/slide36/A.png;img/slide36/B.png;img/slide36/C.png;img/slide36/D.png;img/slide36/Cara.png;0
37;Yoni envidia el exito de_____;img/slide37/A.png;img/slide37/B.png;img/slide37/C.png;img/slide37/D.png;img/slide37/Cara.png;2
38;Yoni siente lo mismo que_____;img/slide38/A.png;img/slide38/B.png;img/slide38/C.png;img/slide38/D.png;img/slide38/Cara.png;0
39;Yoni esta pensando en_____;img/slide39/A.png;img/slide39/B.png;img/slide39/C.png;img/slide39/D.png;img/slide39/Cara.png;2
40;Yoni siente lo mismo que_____;img/slide40/A.png;img/slide40/B.png;img/slide40/C.png;img/slide40/D.png;img/slide40/Cara.png;2
41;Yoni se identifica con______;img/slide41/A.png;img/slide41/B.png;img/slide41/C.png;img/slide41/D.png;img/slide41/Cara.png;3
42;Yoni se regocija en la desgracia de_____;img/slide42/A.png;img/slide42/B.png;img/slide42/C.png;img/slide42/D.png;img/slide42/Cara.png;1
43;Yoni siente lo mismo que_____;img/slide43/A.png;img/slide43/B.png;img/slide43/C.png;img/slide43/D.png;img/slide43/Cara.png;0
44;Yoni siente lo mismo que_____;img/slide44/A.png;img/slide44/B.png;img/slide44/C.png;img/slide44/D.png;img/slide44/Cara.png;0
45;Yoni siente lo mismo que_____;img/slide45/A.png;img/slide45/B.png;img/slide45/C.png;img/slide45/D.png;img/slide45/Cara.png;1
46;Yoni se identifica con______;img/slide46/A.png;img/slide46/B.png;img/slide46/C.png;img/slide46/D.png;img/slide46/Cara.png;3
47;Yoni envidia el exito de_____;img/slide47/A.png;img/slide47/B.png;img/slide47/C.png;img/slide47/D.png;img/slide47/Cara.png;3
48;Yoni envidia el exito de_____;img/slide48/A.png;img/slide48/B.png;img/slide48/C.png;img/slide48/D.png;img/slide48/Cara.png;2
49;Yoni quiere a_____;img/slide49/A.png;img/slide49/B.png;img/slide49/C.png;img/slide49/D.png;img/slide49/Cara.png;3
50;Yoni se regocija en la desgracia de_____;img/slide50/A.png;img/slide50/B.png;img/slide50/C.png;img/slide50/D.png;img/slide50/Cara.png;0
51;Yoni envidia el exito de_____;img/slide51/A.png;img/slide51/B.png;img/slide51/C.png;img/slide51/D.png;img/slide51/Cara.png;3
52;Yoni envidia el exito de_____;img/slide52/A.png;img/slide52/B.png;img/slide52/C.png;img/slide52/D.png;img/slide52/Cara.png;2
53;Yoni esta pensando en_____;img/slide53/A.png;img/slide53/B.png;img/slide53/C.png;img/slide53/D.png;img/slide53/Cara.png;2
54;Yoni esta pensando en_____;img/slide54/A.png;img/slide54/B.png;img/slide54/C.png;img/slide54/D.png;img/slide54/Cara.png;1
55;Yoni se identifica con______;img/slide55/A.png;img/slide55/B.png;img/slide55/C.png;img/slide55/D.png;img/slide55/Cara.png;0
56;Yoni esta pensado en la flor que_____ quiere;img/slide56/A.png;img/slide56/B.png;img/slide56/C.png;img/slide56/D.png;img/slide56/Cara.png;3
57;Yoni esta pensado en la fruta que_____ quiere;img/slide57/A.png;img/slide57/B.png;img/slide57/C.png;img/slide57/D.png;img/slide57/Cara.png;2
58;Yoni esta pensado en el juguete que_____ quiere;img/slide58/A.png;img/slide58/B.png;img/slide58/C.png;img/slide58/D.png;img/slide58/Cara.png;1
59;Yoni tiene el juegue que_____ tiene;img/slide59/A.png;img/slide59/B.png;img/slide59/C.png;img/slide59/D.png;img/slide59/Cara.png;3
60;A Yoni le encanta el juguete que no le encanta a______;img/slide60/A.png;img/slide60/B.png;img/slide60/C.png;img/slide60/D.png;img/slide60/Cara.png;2
61;A Yoni le encanta la fruta que le encanta a______;img/slide61/A.png;img/slide61/B.png;img/slide61/C.png;img/slide61/D.png;img/slide61/Cara.png;1
62;Yoni esta pensando en el juguete que no le encanta a _____;img/slide62/A.png;img/slide62/B.png;img/slide62/C.png;img/slide62/D.png;img/slide62/Cara.png;2
63;Yoni esta pensando en la flor que no le encanta a____;img/slide63/A.png;img/slide63/B.png;img/slide63/C.png;img/slide63/D.png;img/slide63/Cara.png;3
64;Yoni tiene la furta que_____ tiene;img/slide64/A.png;img/slide64/B.png;img/slide64/C.png;img/slide64/D.png;img/slide64/Cara.png;0
65;Yoni esta pensando en el juguete que _____ quiere;img/slide65/A.png;img/slide65/B.png;img/slide65/C.png;img/slide65/D.png;img/slide65/Cara.png;0
66;Yoni esa pensando en el vehiculo que_____ quiere;img/slide66/A.png;img/slide66/B.png;img/slide66/C.png;img/slide66/D.png;img/slide66/Cara.png;3
67;Yoni esta pensando en el animal que_____ quiere;img/slide67/A.png;img/slide67/B.png;img/slide67/C.png;img/slide67/D.png;img/slide67/Cara.png;0
68;Yoni esta pensando en el vehiculo que no le encanta a _____;img/slide68/A.png;img/slide68/B.png;img/slide68/C.png;img/slide68/D.png;img/slide68/Cara.png;3
69;Yoni esa pensando en la fruta que_____ quiere;img/slide69/A.png;img/slide69/B.png;img/slide69/C.png;img/slide69/D.png;img/slide69/Cara.png;2
70;Yoni esta pensando en la silla que ______ quiere;img/slide70/A.png;img/slide70/B.png;img/slide70/C.png;img/slide70/D.png;img/slide70/Cara.png;1
71;Yoni esta pensando en el animal que ______ quiere;img/slide71/A.png;img/slide71/B.png;img/slide71/C.png;img/slide71/D.png;img/slide71/Cara.png;0
72;A Yoni le encanta la fruta que no le encanta a______;img/slide72/A.png;img/slide72/B.png;img/slide72/C.png;img/slide72/D.png;img/slide72/Cara.png;1
73;Yoni esta pensando en el juguete que le encanta a_____;img/slide73/A.png;img/slide73/B.png;img/slide73/C.png;img/slide73/D.png;img/slide73/Cara.png;0
74;A Yoni le encanta la flor que no le encanta a_____;img/slide74/A.png;img/slide74/B.png;img/slide74/C.png;img/slide74/D.png;img/slide74/Cara.png;1
75;A Yoni le encanta el animal que no le encanta a______;img/slide75/A.png;img/slide75/B.png;img/slide75/C.png;img/slide75/D.png;img/slide75/Cara.png;0
76;Yoni tiene la flor que_____tiene;img/slide76/A.png;img/slide76/B.png;img/slide76/C.png;img/slide76/D.png;img/slide76/Cara.png;2
77;A Yoni le encanta la silla que no le encanta a______;img/slide77/A.png;img/slide77/B.png;img/slide77/C.png;img/slide77/D.png;img/slide77/Cara.png;2
78;Yoni esta pensando en la fruta que le encanta a_____;img/slide78/A.png;img/slide78/B.png;img/slide78/C.png;img/slide78/D.png;img/slide78/Cara.png;1
79;Yoni esta pensando en la flor que no le encanta a____;img/slide79/A.png;img/slide79/B.png;img/slide79/C.png;img/slide79/D.png;img/slide79/Cara.png;3
80;Yoni tiene el vehiculo que______ tiene;img/slide80/A.png;img/slide80/B.png;img/slide80/C.png;img/slide80/D.png;img/slide80/Cara.png;0
81;A Yoni le encanta el juguete que no le encanta a______;img/slide81/A.png;img/slide81/B.png;img/slide81/C.png;img/slide81/D.png;img/slide81/Cara.png;2
82;Yoni esta pensando en la silla que no le encanta a______;img/slide82/A.png;img/slide82/B.png;img/slide82/C.png;img/slide82/D.png;img/slide82/Cara.png;2
83;A Yoni le encanta la flor que le encanta a_____;img/slide83/A.png;img/slide83/B.png;img/slide83/C.png;img/slide83/D.png;img/slide83/Cara.png;3
84;Yoni esta pensando en el animal que no le encanta a_____;img/slide84/A.png;img/slide84/B.png;img/slide84/C.png;img/slide84/D.png;img/slide84/Cara.png;1
